Using backend: pytorch
Namespace(dataset='Citeseer', dropout=0.75, early_stopping=100, epochs=200, gpu=0, hid_dim=16, lamb=0.0005, lr=0.01, num_layers=1, num_stacks=2)
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  238004
Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1417 | Train Loss 1.7932 | Val Acc 0.1560 | Val loss 1.7933:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.8167 | Train Loss 0.6730 | Val Acc 0.4640 | Val loss 1.4774:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.8333 | Train Loss 0.7051 | Val Acc 0.4920 | Val loss 1.4045:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.7750 | Train Loss 0.7454 | Val Acc 0.4620 | Val loss 1.4960:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.8250 | Train Loss 0.7145 | Val Acc 0.4740 | Val loss 1.4401:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.8333 | Train Loss 0.6870 | Val Acc 0.4440 | Val loss 1.4382:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.7667 | Train Loss 0.7240 | Val Acc 0.4560 | Val loss 1.4703:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.7750 | Train Loss 0.7120 | Val Acc 0.4520 | Val loss 1.4699:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.8083 | Train Loss 0.6478 | Val Acc 0.4420 | Val loss 1.5050:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.8417 | Train Loss 0.6469 | Val Acc 0.4680 | Val loss 1.4208:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.8500 | Train Loss 0.6703 | Val Acc 0.4360 | Val loss 1.5113:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.8333 | Train Loss 0.6404 | Val Acc 0.4320 | Val loss 1.4590:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.8333 | Train Loss 0.6561 | Val Acc 0.4260 | Val loss 1.4741:  79%|███████▉  | 158/200 [00:01<00:00, 111.26it/s]
Train Acc 0.8333 | Train Loss 0.6561 | Val Acc 0.4260 | Val loss 1.4741:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8333 | Train Loss 0.6682 | Val Acc 0.4740 | Val loss 1.4826:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8250 | Train Loss 0.6720 | Val Acc 0.4220 | Val loss 1.5302:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8333 | Train Loss 0.6096 | Val Acc 0.4420 | Val loss 1.5058:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8083 | Train Loss 0.6501 | Val Acc 0.4540 | Val loss 1.4990:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8083 | Train Loss 0.7269 | Val Acc 0.4660 | Val loss 1.4934:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8167 | Train Loss 0.6521 | Val Acc 0.4420 | Val loss 1.5078:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.7667 | Train Loss 0.7565 | Val Acc 0.4140 | Val loss 1.5656:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8833 | Train Loss 0.5489 | Val Acc 0.4500 | Val loss 1.4335:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.7833 | Train Loss 0.7061 | Val Acc 0.4720 | Val loss 1.4170:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.7667 | Train Loss 0.7221 | Val Acc 0.4400 | Val loss 1.4895:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8833 | Train Loss 0.5952 | Val Acc 0.4840 | Val loss 1.4447:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8250 | Train Loss 0.6499 | Val Acc 0.4620 | Val loss 1.5117:  85%|████████▌ | 170/200 [00:01<00:00, 111.78it/s]
Train Acc 0.8250 | Train Loss 0.6499 | Val Acc 0.4620 | Val loss 1.5117:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.7583 | Train Loss 0.6934 | Val Acc 0.4820 | Val loss 1.4434:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.8000 | Train Loss 0.7222 | Val Acc 0.4620 | Val loss 1.4682:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.8417 | Train Loss 0.6229 | Val Acc 0.4520 | Val loss 1.5074:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.8333 | Train Loss 0.5267 | Val Acc 0.4680 | Val loss 1.4565:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.7917 | Train Loss 0.6466 | Val Acc 0.4760 | Val loss 1.4657:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.7750 | Train Loss 0.6742 | Val Acc 0.4140 | Val loss 1.5031:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.8417 | Train Loss 0.6590 | Val Acc 0.4720 | Val loss 1.4191:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.8167 | Train Loss 0.6198 | Val Acc 0.4600 | Val loss 1.4976:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.7833 | Train Loss 0.6520 | Val Acc 0.4400 | Val loss 1.4987:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.8417 | Train Loss 0.6129 | Val Acc 0.4120 | Val loss 1.5235:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.8667 | Train Loss 0.6305 | Val Acc 0.4880 | Val loss 1.3963:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.8083 | Train Loss 0.6408 | Val Acc 0.4640 | Val loss 1.4091:  91%|█████████ | 182/200 [00:01<00:00, 112.84it/s]
Train Acc 0.8083 | Train Loss 0.6408 | Val Acc 0.4640 | Val loss 1.4091:  97%|█████████▋| 194/200 [00:01<00:00, 111.70it/s]
Train Acc 0.8250 | Train Loss 0.7165 | Val Acc 0.5020 | Val loss 1.4040:  97%|█████████▋| 194/200 [00:01<00:00, 111.70it/s]
Train Acc 0.8417 | Train Loss 0.5981 | Val Acc 0.4640 | Val loss 1.4296:  97%|█████████▋| 194/200 [00:01<00:00, 111.70it/s]
Train Acc 0.8417 | Train Loss 0.6692 | Val Acc 0.4800 | Val loss 1.3991:  97%|█████████▋| 194/200 [00:01<00:00, 111.70it/s]
Train Acc 0.7583 | Train Loss 0.7230 | Val Acc 0.4740 | Val loss 1.4673:  97%|█████████▋| 194/200 [00:01<00:00, 111.70it/s]
Train Acc 0.8333 | Train Loss 0.5951 | Val Acc 0.4480 | Val loss 1.4519:  97%|█████████▋| 194/200 [00:01<00:00, 111.70it/s]
Train Acc 0.8167 | Train Loss 0.6174 | Val Acc 0.4860 | Val loss 1.4389:  97%|█████████▋| 194/200 [00:01<00:00, 111.70it/s]
Train Acc 0.8167 | Train Loss 0.6174 | Val Acc 0.4860 | Val loss 1.4389: 100%|██████████| 200/200 [00:01<00:00, 109.24it/s]
Test Acc 0.7010
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  238004

Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1500 | Train Loss 1.7913 | Val Acc 0.1700 | Val loss 1.7922:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1583 | Train Loss 1.7901 | Val Acc 0.1700 | Val loss 1.7904:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2000 | Train Loss 1.7872 | Val Acc 0.1860 | Val loss 1.7895:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2167 | Train Loss 1.7822 | Val Acc 0.1840 | Val loss 1.7907:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2333 | Train Loss 1.7761 | Val Acc 0.1980 | Val loss 1.7887:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2083 | Train Loss 1.7796 | Val Acc 0.1760 | Val loss 1.7894:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2250 | Train Loss 1.7745 | Val Acc 0.1480 | Val loss 1.7925:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2500 | Train Loss 1.7666 | Val Acc 0.1960 | Val loss 1.7909:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2833 | Train Loss 1.7675 | Val Acc 0.1940 | Val loss 1.7892:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2750 | Train Loss 1.7604 | Val Acc 0.1740 | Val loss 1.7889:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2667 | Train Loss 1.7469 | Val Acc 0.1760 | Val loss 1.7921:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2667 | Train Loss 1.7469 | Val Acc 0.1760 | Val loss 1.7921:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.3333 | Train Loss 1.7385 | Val Acc 0.1840 | Val loss 1.7897:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.3333 | Train Loss 1.7289 | Val Acc 0.1780 | Val loss 1.7840:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.3833 | Train Loss 1.6998 | Val Acc 0.1760 | Val loss 1.7939:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.3167 | Train Loss 1.7285 | Val Acc 0.1980 | Val loss 1.7857:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.3583 | Train Loss 1.7074 | Val Acc 0.1820 | Val loss 1.7885:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.3667 | Train Loss 1.6923 | Val Acc 0.2040 | Val loss 1.7746:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.3667 | Train Loss 1.7030 | Val Acc 0.1980 | Val loss 1.7789:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.3417 | Train Loss 1.6605 | Val Acc 0.1960 | Val loss 1.7745:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.2750 | Train Loss 1.7076 | Val Acc 0.2020 | Val loss 1.7663:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.4083 | Train Loss 1.6538 | Val Acc 0.2100 | Val loss 1.7756:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.4000 | Train Loss 1.6408 | Val Acc 0.2420 | Val loss 1.7618:   6%|▌         | 11/200 [00:00<00:01, 105.62it/s]
Train Acc 0.4000 | Train Loss 1.6408 | Val Acc 0.2420 | Val loss 1.7618:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.3750 | Train Loss 1.6536 | Val Acc 0.2020 | Val loss 1.7682:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.4167 | Train Loss 1.6134 | Val Acc 0.2300 | Val loss 1.7562:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.3417 | Train Loss 1.6413 | Val Acc 0.2160 | Val loss 1.7659:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.3667 | Train Loss 1.6244 | Val Acc 0.2240 | Val loss 1.7551:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.4750 | Train Loss 1.6132 | Val Acc 0.2460 | Val loss 1.7536:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.3833 | Train Loss 1.5695 | Val Acc 0.2880 | Val loss 1.7350:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.5000 | Train Loss 1.5381 | Val Acc 0.2000 | Val loss 1.7697:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.4583 | Train Loss 1.5449 | Val Acc 0.2160 | Val loss 1.7628:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.4167 | Train Loss 1.5527 | Val Acc 0.2160 | Val loss 1.7589:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.3667 | Train Loss 1.5498 | Val Acc 0.2440 | Val loss 1.7440:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.4917 | Train Loss 1.5169 | Val Acc 0.2240 | Val loss 1.7465:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.5583 | Train Loss 1.4649 | Val Acc 0.2700 | Val loss 1.7309:  11%|█         | 22/200 [00:00<00:01, 105.80it/s]
Train Acc 0.5583 | Train Loss 1.4649 | Val Acc 0.2700 | Val loss 1.7309:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.5250 | Train Loss 1.4771 | Val Acc 0.2680 | Val loss 1.7337:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.4583 | Train Loss 1.4866 | Val Acc 0.2420 | Val loss 1.7228:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.4917 | Train Loss 1.4500 | Val Acc 0.2620 | Val loss 1.7231:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.5667 | Train Loss 1.4087 | Val Acc 0.2300 | Val loss 1.7332:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.5167 | Train Loss 1.4375 | Val Acc 0.2920 | Val loss 1.7062:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.5750 | Train Loss 1.3544 | Val Acc 0.2500 | Val loss 1.7486:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.6167 | Train Loss 1.3396 | Val Acc 0.2600 | Val loss 1.7152:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.4833 | Train Loss 1.3839 | Val Acc 0.2500 | Val loss 1.7144:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.5250 | Train Loss 1.3841 | Val Acc 0.2720 | Val loss 1.7050:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.4917 | Train Loss 1.3990 | Val Acc 0.3280 | Val loss 1.6607:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.6167 | Train Loss 1.2944 | Val Acc 0.2680 | Val loss 1.6977:  17%|█▋        | 34/200 [00:00<00:01, 108.34it/s]
Train Acc 0.6167 | Train Loss 1.2944 | Val Acc 0.2680 | Val loss 1.6977:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.5667 | Train Loss 1.2872 | Val Acc 0.2520 | Val loss 1.6999:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.5750 | Train Loss 1.3170 | Val Acc 0.3120 | Val loss 1.6634:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.5750 | Train Loss 1.2521 | Val Acc 0.3060 | Val loss 1.6834:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.5750 | Train Loss 1.2743 | Val Acc 0.3300 | Val loss 1.6634:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.5500 | Train Loss 1.2957 | Val Acc 0.3060 | Val loss 1.6724:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.5917 | Train Loss 1.2934 | Val Acc 0.3260 | Val loss 1.6493:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.6917 | Train Loss 1.1233 | Val Acc 0.3080 | Val loss 1.6609:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.6333 | Train Loss 1.1986 | Val Acc 0.3060 | Val loss 1.6686:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.6250 | Train Loss 1.1875 | Val Acc 0.2960 | Val loss 1.6860:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.5667 | Train Loss 1.2130 | Val Acc 0.3080 | Val loss 1.6744:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.6333 | Train Loss 1.2418 | Val Acc 0.3460 | Val loss 1.6308:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.7083 | Train Loss 1.1552 | Val Acc 0.3080 | Val loss 1.6836:  22%|██▎       | 45/200 [00:00<00:01, 108.97it/s]
Train Acc 0.7083 | Train Loss 1.1552 | Val Acc 0.3080 | Val loss 1.6836:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.7000 | Train Loss 1.0978 | Val Acc 0.3320 | Val loss 1.6427:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.6500 | Train Loss 1.1559 | Val Acc 0.3020 | Val loss 1.6736:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.6333 | Train Loss 1.2170 | Val Acc 0.3020 | Val loss 1.6580:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.5917 | Train Loss 1.1689 | Val Acc 0.3060 | Val loss 1.6616:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.6667 | Train Loss 1.0698 | Val Acc 0.3540 | Val loss 1.5838:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.6417 | Train Loss 1.1175 | Val Acc 0.3120 | Val loss 1.6648:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.6667 | Train Loss 1.0261 | Val Acc 0.3660 | Val loss 1.5782:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.6167 | Train Loss 1.0339 | Val Acc 0.3400 | Val loss 1.6154:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.7167 | Train Loss 1.0295 | Val Acc 0.3300 | Val loss 1.6532:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.7167 | Train Loss 1.0223 | Val Acc 0.3380 | Val loss 1.6502:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.7417 | Train Loss 1.0074 | Val Acc 0.3660 | Val loss 1.6122:  28%|██▊       | 57/200 [00:00<00:01, 109.52it/s]
Train Acc 0.7417 | Train Loss 1.0074 | Val Acc 0.3660 | Val loss 1.6122:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.6917 | Train Loss 1.0223 | Val Acc 0.3280 | Val loss 1.6330:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7417 | Train Loss 1.0242 | Val Acc 0.3260 | Val loss 1.6555:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7083 | Train Loss 1.0123 | Val Acc 0.3540 | Val loss 1.6043:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7167 | Train Loss 1.0158 | Val Acc 0.3280 | Val loss 1.6150:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.6000 | Train Loss 1.1171 | Val Acc 0.3540 | Val loss 1.6067:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7000 | Train Loss 0.9961 | Val Acc 0.3180 | Val loss 1.6765:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7250 | Train Loss 1.0346 | Val Acc 0.3560 | Val loss 1.6535:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7000 | Train Loss 0.9794 | Val Acc 0.3700 | Val loss 1.6376:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7500 | Train Loss 0.9404 | Val Acc 0.3620 | Val loss 1.6267:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7500 | Train Loss 0.9096 | Val Acc 0.3360 | Val loss 1.6575:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7500 | Train Loss 0.9803 | Val Acc 0.3680 | Val loss 1.6227:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7833 | Train Loss 0.9305 | Val Acc 0.3700 | Val loss 1.5655:  34%|███▍      | 68/200 [00:00<00:01, 107.48it/s]
Train Acc 0.7833 | Train Loss 0.9305 | Val Acc 0.3700 | Val loss 1.5655:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7000 | Train Loss 0.9602 | Val Acc 0.3520 | Val loss 1.5674:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7083 | Train Loss 1.0678 | Val Acc 0.3780 | Val loss 1.5939:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7500 | Train Loss 0.8994 | Val Acc 0.3460 | Val loss 1.5971:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7417 | Train Loss 0.9336 | Val Acc 0.3600 | Val loss 1.6091:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7750 | Train Loss 0.9094 | Val Acc 0.3860 | Val loss 1.5513:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7500 | Train Loss 0.8478 | Val Acc 0.4160 | Val loss 1.5032:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.6667 | Train Loss 1.0203 | Val Acc 0.3860 | Val loss 1.5853:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.8500 | Train Loss 0.7896 | Val Acc 0.3900 | Val loss 1.5517:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7833 | Train Loss 0.7729 | Val Acc 0.3660 | Val loss 1.6118:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7167 | Train Loss 0.8783 | Val Acc 0.3920 | Val loss 1.5885:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.8250 | Train Loss 0.7802 | Val Acc 0.3720 | Val loss 1.5783:  40%|████      | 80/200 [00:00<00:01, 108.43it/s]
Train Acc 0.8250 | Train Loss 0.7802 | Val Acc 0.3720 | Val loss 1.5783:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7333 | Train Loss 0.8797 | Val Acc 0.3600 | Val loss 1.5844:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.8167 | Train Loss 0.8080 | Val Acc 0.3920 | Val loss 1.5591:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7500 | Train Loss 0.8699 | Val Acc 0.3760 | Val loss 1.5892:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7500 | Train Loss 0.8021 | Val Acc 0.3540 | Val loss 1.6302:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7167 | Train Loss 0.8694 | Val Acc 0.4040 | Val loss 1.5676:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7417 | Train Loss 0.8611 | Val Acc 0.3480 | Val loss 1.6226:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7500 | Train Loss 0.8217 | Val Acc 0.4320 | Val loss 1.5282:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7333 | Train Loss 0.8209 | Val Acc 0.3980 | Val loss 1.5647:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7667 | Train Loss 0.7972 | Val Acc 0.4140 | Val loss 1.6017:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7667 | Train Loss 0.8317 | Val Acc 0.3920 | Val loss 1.5805:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.7750 | Train Loss 0.7904 | Val Acc 0.4120 | Val loss 1.5365:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.8167 | Train Loss 0.6990 | Val Acc 0.3980 | Val loss 1.5443:  46%|████▌     | 91/200 [00:00<00:01, 108.43it/s]
Train Acc 0.8167 | Train Loss 0.6990 | Val Acc 0.3980 | Val loss 1.5443:  52%|█████▏    | 103/200 [00:00<00:00, 109.51it/s]
Train Acc 0.7583 | Train Loss 0.8000 | Val Acc 0.3980 | Val loss 1.5366:  52%|█████▏    | 103/200 [00:00<00:00, 109.51it/s]
Train Acc 0.7917 | Train Loss 0.7818 | Val Acc 0.3840 | Val loss 1.5763:  52%|█████▏    | 103/200 [00:00<00:00, 109.51it/s]
Train Acc 0.7667 | Train Loss 0.7629 | Val Acc 0.4000 | Val loss 1.5176:  52%|█████▏    | 103/200 [00:00<00:00, 109.51it/s]
Train Acc 0.7333 | Train Loss 0.8145 | Val Acc 0.4080 | Val loss 1.5411:  52%|█████▏    | 103/200 [00:00<00:00, 109.51it/s]
Train Acc 0.7667 | Train Loss 0.8172 | Val Acc 0.3740 | Val loss 1.5934:  52%|█████▏    | 103/200 [00:00<00:00, 109.51it/s]
Train Acc 0.7667 | Train Loss 0.7272 | Val Acc 0.3860 | Val loss 1.5696:  52%|█████▏    | 103/200 [00:01<00:00, 109.51it/s]
Train Acc 0.8417 | Train Loss 0.6824 | Val Acc 0.4240 | Val loss 1.5521:  52%|█████▏    | 103/200 [00:01<00:00, 109.51it/s]
Train Acc 0.8167 | Train Loss 0.7339 | Val Acc 0.4120 | Val loss 1.5015:  52%|█████▏    | 103/200 [00:01<00:00, 109.51it/s]
Train Acc 0.8500 | Train Loss 0.7279 | Val Acc 0.4280 | Val loss 1.4992:  52%|█████▏    | 103/200 [00:01<00:00, 109.51it/s]
Train Acc 0.8167 | Train Loss 0.6882 | Val Acc 0.3960 | Val loss 1.5842:  52%|█████▏    | 103/200 [00:01<00:00, 109.51it/s]
Train Acc 0.8333 | Train Loss 0.6195 | Val Acc 0.4060 | Val loss 1.5140:  52%|█████▏    | 103/200 [00:01<00:00, 109.51it/s]
Train Acc 0.7500 | Train Loss 0.7339 | Val Acc 0.3800 | Val loss 1.5806:  52%|█████▏    | 103/200 [00:01<00:00, 109.51it/s]
Train Acc 0.7500 | Train Loss 0.7339 | Val Acc 0.3800 | Val loss 1.5806:  57%|█████▊    | 115/200 [00:01<00:00, 111.23it/s]
Train Acc 0.7750 | Train Loss 0.7749 | Val Acc 0.3740 | Val loss 1.5638:  57%|█████▊    | 115/200 [00:01<00:00, 111.23it/s]
Train Acc 0.8083 | Train Loss 0.7076 | Val Acc 0.4140 | Val loss 1.5682:  57%|█████▊    | 115/200 [00:01<00:00, 111.23it/s]
Train Acc 0.8167 | Train Loss 0.7530 | Val Acc 0.4240 | Val loss 1.5757:  57%|█████▊    | 115/200 [00:01<00:00, 111.23it/s]
